Local Government Area,Offence type,Jan - Dec 2015,Jan - Dec 2016,Jan - Dec 2017,Jan - Dec 2018,Jan - Dec 2019,"Rate per 100,000 population Jan - Dec 2019",2 year trend and annual percent change (Jan 2018-Dec 2019),5 year trend and average annual percent change (Jan 2015-Dec 2019)
Penrith,Other offences,379,368,393,359,328,156.8,Stable,Stable
Port Macquarie-Hastings,Murder *,0,0,0,1,0,nc,nc,nc
Port Macquarie-Hastings,Attempted murder,0,1,0,0,1,1.2,nc,nc
Port Macquarie-Hastings,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Port Macquarie-Hastings,Manslaughter *,0,0,0,0,0,nc,nc,nc
Port Macquarie-Hastings,Domestic violence related assault,269,254,246,272,313,376.5,Stable,Stable
Port Macquarie-Hastings,Non-domestic violence related assault,324,321,259,272,278,334.4,Stable,Down 3.8%
Port Macquarie-Hastings,Assault Police,26,25,24,28,18,21.7,nc,nc
Port Macquarie-Hastings,Sexual assault,54,65,62,67,67,80.6,Stable,Stable
Port Macquarie-Hastings,"Indecent assault, act of indecency and other sexual offences",80,86,70,94,93,111.9,Stable,Stable
Port Macquarie-Hastings,Abduction and kidnapping,1,0,3,1,1,1.2,nc,nc
Port Macquarie-Hastings,Robbery without a weapon,2,3,7,14,6,7.2,nc,nc
Port Macquarie-Hastings,Robbery with a firearm,1,1,0,2,2,2.4,nc,nc
Port Macquarie-Hastings,Robbery with a weapon not a firearm,3,9,9,5,4,4.8,nc,nc
Port Macquarie-Hastings,Blackmail and extortion,1,0,0,0,0,nc,nc,nc
Port Macquarie-Hastings,"Intimidation, stalking and harassment",419,393,433,421,409,492,Stable,Stable
Port Macquarie-Hastings,Other offences against the person,13,15,6,1,16,19.2,nc,nc
Port Macquarie-Hastings,Break and enter dwelling,259,193,191,217,186,223.7,Stable,Stable
Port Macquarie-Hastings,Break and enter non-dwelling,100,99,174,152,131,157.6,Stable,Up 7.0%
Port Macquarie-Hastings,Receiving or handling stolen goods,47,53,55,64,84,101,Stable,Up 15.6%
Port Macquarie-Hastings,Motor vehicle theft,104,111,117,133,131,157.6,Stable,Stable
Port Macquarie-Hastings,Steal from motor vehicle,274,281,245,305,310,372.9,Stable,Stable
Port Macquarie-Hastings,Steal from retail store,110,200,197,159,180,216.5,Stable,Stable
Port Macquarie-Hastings,Steal from dwelling,220,222,241,221,217,261,Stable,Stable
Port Macquarie-Hastings,Steal from person,20,26,20,21,24,28.9,Stable,Stable
Port Macquarie-Hastings,Stock theft,4,5,2,2,2,2.4,nc,nc
Port Macquarie-Hastings,Fraud,300,327,315,471,395,475.2,Stable,Up 7.1%
Port Macquarie-Hastings,Other theft,339,349,323,307,289,347.6,Stable,Stable
Port Macquarie-Hastings,Arson,52,58,81,64,81,97.4,Stable,Up 11.7%
Port Macquarie-Hastings,Malicious damage to property,591,535,648,577,582,700.1,Stable,Stable
Port Macquarie-Hastings,Possession and/or use of cocaine,1,4,8,7,10,12,nc,nc
Port Macquarie-Hastings,Possession and/or use of narcotics,0,2,2,3,9,10.8,nc,nc
Port Macquarie-Hastings,Possession and/or use of cannabis,240,233,199,214,188,226.1,Stable,Stable
Port Macquarie-Hastings,Possession and/or use of amphetamines,50,72,64,73,111,133.5,Up 52.1%,Up 22.1%
Port Macquarie-Hastings,Possession and/or use of ecstasy,7,37,30,25,28,33.7,Stable,nc
Port Macquarie-Hastings,Possession and/or use of other drugs,41,32,47,34,32,38.5,Stable,Stable
Port Macquarie-Hastings,"Dealing, trafficking in cocaine",0,0,1,0,1,1.2,nc,nc
Port Macquarie-Hastings,"Dealing, trafficking in narcotics",0,1,0,0,4,4.8,nc,nc
Port Macquarie-Hastings,"Dealing, trafficking in cannabis",8,5,6,4,11,13.2,nc,nc
Port Macquarie-Hastings,"Dealing, trafficking in amphetamines",6,6,12,8,13,15.6,nc,nc
Port Macquarie-Hastings,"Dealing, trafficking in ecstasy",2,4,13,3,2,2.4,nc,nc
Port Macquarie-Hastings,"Dealing, trafficking in other drugs",7,0,1,0,1,1.2,nc,nc
Port Macquarie-Hastings,Cultivating cannabis,31,24,37,25,27,32.5,Stable,Stable
Port Macquarie-Hastings,Manufacture drug,0,0,1,1,1,1.2,nc,nc
Port Macquarie-Hastings,Importing drugs,1,0,0,0,1,1.2,nc,nc
Port Macquarie-Hastings,Other drug offences,27,40,44,43,26,31.3,Stable,Stable
Port Macquarie-Hastings,Prohibited and regulated weapons offences,78,103,133,126,183,220.1,Up 45.2%,Up 23.8%
Port Macquarie-Hastings,Trespass,116,143,115,120,128,154,Stable,Up 2.5%
Port Macquarie-Hastings,Offensive conduct,87,82,77,62,59,71,Stable,Down 9.3%
Port Macquarie-Hastings,Offensive language,87,65,78,38,35,42.1,Stable,Down 20.4%
Port Macquarie-Hastings,Criminal intent,24,21,27,23,23,27.7,Stable,Stable
Port Macquarie-Hastings,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Port Macquarie-Hastings,Liquor offences,237,144,142,144,107,128.7,Stable,Stable
Port Macquarie-Hastings,Pornography offences,9,10,7,2,12,14.4,nc,nc
Port Macquarie-Hastings,Prostitution offences,0,0,0,0,1,1.2,nc,nc
Port Macquarie-Hastings,Escape custody,0,4,0,2,4,4.8,nc,nc
Port Macquarie-Hastings,Breach Apprehended Violence Order,222,189,198,202,248,298.3,Up 22.8%,Stable
Port Macquarie-Hastings,Breach bail conditions,179,261,299,345,474,570.2,Up 37.4%,Up 27.6%
Port Macquarie-Hastings,Fail to appear,0,0,1,1,0,nc,nc,nc
Port Macquarie-Hastings,Resist or hinder officer,61,75,103,70,56,67.4,Stable,Stable
Port Macquarie-Hastings,Other offences against justice procedures,2,2,0,3,5,6,nc,nc
Port Macquarie-Hastings,Transport regulatory offences,11,7,3,3,0,nc,nc,nc
Port Macquarie-Hastings,Other offences,126,101,98,102,93,111.9,Stable,Stable
Port Stephens,Murder *,0,0,0,1,0,nc,nc,nc
Port Stephens,Attempted murder,0,1,0,0,0,nc,nc,nc
Port Stephens,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Port Stephens,Manslaughter *,0,0,0,0,0,nc,nc,nc
Port Stephens,Domestic violence related assault,332,354,314,350,379,521.4,Stable,Stable
Port Stephens,Non-domestic violence related assault,258,292,247,267,305,419.6,Stable,Stable
Port Stephens,Assault Police,13,28,18,23,16,22,nc,nc
Port Stephens,Sexual assault,57,77,64,62,94,129.3,Up 51.6%,Up 13.3%
Port Stephens,"Indecent assault, act of indecency and other sexual offences",83,73,93,102,100,137.6,Stable,Stable
Port Stephens,Abduction and kidnapping,1,2,1,1,2,2.8,nc,nc
Port Stephens,Robbery without a weapon,3,3,0,9,11,15.1,nc,nc
Port Stephens,Robbery with a firearm,0,0,2,1,2,2.8,nc,nc
Port Stephens,Robbery with a weapon not a firearm,10,11,3,2,3,4.1,nc,nc
Port Stephens,Blackmail and extortion,0,6,0,0,1,1.4,nc,nc
Port Stephens,"Intimidation, stalking and harassment",375,362,370,392,409,562.6,Stable,Stable
Port Stephens,Other offences against the person,10,15,2,7,18,24.8,nc,nc
Port Stephens,Break and enter dwelling,269,375,236,208,219,301.3,Stable,Down 5.0%
Port Stephens,Break and enter non-dwelling,133,131,107,97,105,144.4,Stable,Stable
Port Stephens,Receiving or handling stolen goods,58,66,56,56,64,88,Stable,Stable
Port Stephens,Motor vehicle theft,127,140,128,125,154,211.8,Stable,Stable
Port Stephens,Steal from motor vehicle,329,416,291,208,270,371.4,Stable,Down 4.8%
Port Stephens,Steal from retail store,166,171,175,184,185,254.5,Stable,Stable
Port Stephens,Steal from dwelling,206,248,178,217,190,261.4,Stable,Stable
Port Stephens,Steal from person,19,16,8,24,17,23.4,nc,nc
Port Stephens,Stock theft,0,4,2,1,2,2.8,nc,nc
Port Stephens,Fraud,306,392,355,409,416,572.3,Stable,Up 8.0%
Port Stephens,Other theft,254,261,227,246,288,396.2,Stable,Stable
Port Stephens,Arson,70,137,69,66,70,96.3,Stable,Stable
Port Stephens,Malicious damage to property,698,784,650,688,607,835,Stable,Down 3.4%
Port Stephens,Possession and/or use of cocaine,2,2,5,4,10,13.8,nc,nc
Port Stephens,Possession and/or use of narcotics,2,2,4,5,1,1.4,nc,nc
Port Stephens,Possession and/or use of cannabis,169,167,173,149,160,220.1,Stable,Stable
Port Stephens,Possession and/or use of amphetamines,94,96,76,87,102,140.3,Stable,Stable
Port Stephens,Possession and/or use of ecstasy,15,10,8,4,8,11,nc,nc
Port Stephens,Possession and/or use of other drugs,31,43,22,25,27,37.1,Stable,Stable
Port Stephens,"Dealing, trafficking in cocaine",0,0,0,2,1,1.4,nc,nc
Port Stephens,"Dealing, trafficking in narcotics",3,0,1,1,0,nc,nc,nc
Port Stephens,"Dealing, trafficking in cannabis",12,12,3,6,4,5.5,nc,nc
Port Stephens,"Dealing, trafficking in amphetamines",30,31,29,4,27,37.1,nc,nc
Port Stephens,"Dealing, trafficking in ecstasy",10,14,1,2,7,9.6,nc,nc
Port Stephens,"Dealing, trafficking in other drugs",1,0,1,0,1,1.4,nc,nc
Port Stephens,Cultivating cannabis,14,13,13,13,14,19.3,nc,nc
Port Stephens,Manufacture drug,0,0,0,0,0,nc,nc,nc
Port Stephens,Importing drugs,0,0,0,0,3,4.1,nc,nc
Port Stephens,Other drug offences,57,52,29,40,41,56.4,Stable,Stable
Port Stephens,Prohibited and regulated weapons offences,164,116,133,139,153,210.5,Stable,Stable
Port Stephens,Trespass,84,119,89,78,85,116.9,Stable,Stable
Port Stephens,Offensive conduct,32,31,26,28,23,31.6,Stable,Stable
Port Stephens,Offensive language,23,31,23,19,15,20.6,nc,nc
Port Stephens,Criminal intent,17,24,20,9,31,42.6,nc,nc
Port Stephens,Betting and gaming offences,0,0,0,4,0,nc,nc,nc
Port Stephens,Liquor offences,59,85,82,33,20,27.5,Stable,Down 23.7%
Port Stephens,Pornography offences,7,6,13,10,12,16.5,nc,nc
Port Stephens,Prostitution offences,1,0,0,0,0,nc,nc,nc
Port Stephens,Escape custody,2,2,0,0,1,1.4,nc,nc
Port Stephens,Breach Apprehended Violence Order,187,205,200,188,188,258.6,Stable,Stable
Port Stephens,Breach bail conditions,345,431,371,402,324,445.7,Stable,Stable
Port Stephens,Fail to appear,14,4,6,6,2,2.8,nc,nc
Port Stephens,Resist or hinder officer,59,71,51,41,34,46.8,Stable,Stable
Port Stephens,Other offences against justice procedures,4,5,6,4,5,6.9,nc,nc
Port Stephens,Transport regulatory offences,2,2,2,5,7,9.6,nc,nc
Port Stephens,Other offences,265,233,243,220,253,348,Stable,Stable
Queanbeyan-Palerang Regional,Murder *,0,0,1,0,1,1.7,nc,nc
Queanbeyan-Palerang Regional,Attempted murder,0,0,0,0,1,1.7,nc,nc
Queanbeyan-Palerang Regional,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Manslaughter *,0,1,0,0,1,1.7,nc,nc
Queanbeyan-Palerang Regional,Domestic violence related assault,153,161,132,135,146,243.5,Stable,Stable
Queanbeyan-Palerang Regional,Non-domestic violence related assault,135,174,173,172,166,276.9,Stable,Stable
Queanbeyan-Palerang Regional,Assault Police,7,24,15,12,9,15,nc,nc
Queanbeyan-Palerang Regional,Sexual assault,20,29,31,33,33,55,Stable,Up 13.3%
Queanbeyan-Palerang Regional,"Indecent assault, act of indecency and other sexual offences",35,27,35,46,55,91.7,Stable,Up 12.0%
Queanbeyan-Palerang Regional,Abduction and kidnapping,0,0,1,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Robbery without a weapon,1,2,4,4,3,5,nc,nc
Queanbeyan-Palerang Regional,Robbery with a firearm,2,1,0,2,0,nc,nc,nc
Queanbeyan-Palerang Regional,Robbery with a weapon not a firearm,1,2,0,9,4,6.7,nc,nc
Queanbeyan-Palerang Regional,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,"Intimidation, stalking and harassment",185,241,195,188,177,295.2,Stable,Stable
Queanbeyan-Palerang Regional,Other offences against the person,20,15,6,7,12,20,nc,nc
Queanbeyan-Palerang Regional,Break and enter dwelling,226,167,170,228,229,381.9,Stable,Stable
Queanbeyan-Palerang Regional,Break and enter non-dwelling,94,78,60,64,78,130.1,Stable,Stable
Queanbeyan-Palerang Regional,Receiving or handling stolen goods,77,71,66,53,62,103.4,Stable,Stable
Queanbeyan-Palerang Regional,Motor vehicle theft,100,112,108,114,109,181.8,Stable,Stable
Queanbeyan-Palerang Regional,Steal from motor vehicle,368,341,332,385,378,630.4,Stable,Stable
Queanbeyan-Palerang Regional,Steal from retail store,151,192,163,168,161,268.5,Stable,Stable
Queanbeyan-Palerang Regional,Steal from dwelling,138,121,126,147,156,260.2,Stable,Stable
Queanbeyan-Palerang Regional,Steal from person,7,9,8,6,9,15,nc,nc
Queanbeyan-Palerang Regional,Stock theft,11,14,10,5,11,18.3,nc,nc
Queanbeyan-Palerang Regional,Fraud,227,175,197,211,224,373.6,Stable,Stable
Queanbeyan-Palerang Regional,Other theft,147,139,116,125,114,190.1,Stable,Down 6.2%
Queanbeyan-Palerang Regional,Arson,46,48,64,35,31,51.7,Stable,Stable
Queanbeyan-Palerang Regional,Malicious damage to property,456,488,495,412,389,648.8,Stable,Stable
Queanbeyan-Palerang Regional,Possession and/or use of cocaine,3,3,4,5,2,3.3,nc,nc
Queanbeyan-Palerang Regional,Possession and/or use of narcotics,1,2,2,2,4,6.7,nc,nc
Queanbeyan-Palerang Regional,Possession and/or use of cannabis,154,123,68,79,72,120.1,Stable,Down 17.3%
Queanbeyan-Palerang Regional,Possession and/or use of amphetamines,33,46,30,42,45,75.1,Stable,Stable
Queanbeyan-Palerang Regional,Possession and/or use of ecstasy,7,3,3,3,5,8.3,nc,nc
Queanbeyan-Palerang Regional,Possession and/or use of other drugs,25,27,24,15,16,26.7,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in cocaine",0,0,0,1,1,1.7,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in narcotics",0,1,0,0,1,1.7,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in cannabis",5,11,0,1,45,75.1,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in amphetamines",8,31,2,7,76,126.8,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in ecstasy",1,1,1,0,26,43.4,nc,nc
Queanbeyan-Palerang Regional,"Dealing, trafficking in other drugs",0,1,0,1,0,nc,nc,nc
Queanbeyan-Palerang Regional,Cultivating cannabis,7,16,3,5,7,11.7,nc,nc
Queanbeyan-Palerang Regional,Manufacture drug,0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Importing drugs,0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Other drug offences,51,35,30,31,38,63.4,Stable,Stable
Queanbeyan-Palerang Regional,Prohibited and regulated weapons offences,111,145,90,133,171,285.2,Up 28.6%,Up 11.4%
Queanbeyan-Palerang Regional,Trespass,82,93,90,82,72,120.1,Stable,Stable
Queanbeyan-Palerang Regional,Offensive conduct,28,30,25,16,13,21.7,nc,nc
Queanbeyan-Palerang Regional,Offensive language,26,34,20,16,21,35,nc,nc
Queanbeyan-Palerang Regional,Criminal intent,6,24,6,17,6,10,nc,nc
Queanbeyan-Palerang Regional,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Liquor offences,59,47,43,49,29,48.4,Stable,Down 16.3%
Queanbeyan-Palerang Regional,Pornography offences,1,4,5,4,2,3.3,nc,nc
Queanbeyan-Palerang Regional,Prostitution offences,0,0,0,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Escape custody,1,2,1,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Breach Apprehended Violence Order,92,125,105,96,94,156.8,Stable,Stable
Queanbeyan-Palerang Regional,Breach bail conditions,211,372,280,190,215,358.6,Stable,Stable
Queanbeyan-Palerang Regional,Fail to appear,7,2,4,27,26,43.4,Stable,nc
Queanbeyan-Palerang Regional,Resist or hinder officer,29,35,26,24,19,31.7,nc,nc
Queanbeyan-Palerang Regional,Other offences against justice procedures,13,13,3,4,13,21.7,nc,nc
Queanbeyan-Palerang Regional,Transport regulatory offences,1,4,5,5,7,11.7,nc,nc
Queanbeyan-Palerang Regional,Other offences,97,123,97,89,97,161.8,Stable,Stable
Randwick,Murder *,0,1,2,0,1,0.6,nc,nc
Randwick,Attempted murder,0,1,0,1,0,nc,nc,nc
Randwick,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Randwick,Manslaughter *,0,0,1,1,0,nc,nc,nc
Randwick,Domestic violence related assault,368,371,354,363,416,269.7,Stable,Stable
Randwick,Non-domestic violence related assault,474,486,504,547,568,368.2,Stable,Up 4.6%
Randwick,Assault Police,52,56,59,38,64,41.5,Up 68.4%,Stable
Randwick,Sexual assault,50,62,76,66,82,53.2,Stable,Up 13.2%
Randwick,"Indecent assault, act of indecency and other sexual offences",73,100,101,116,112,72.6,Stable,Up 11.3%
Randwick,Abduction and kidnapping,0,1,2,7,3,1.9,nc,nc
Randwick,Robbery without a weapon,40,19,35,21,19,12.3,nc,nc
Randwick,Robbery with a firearm,6,0,3,2,1,0.6,nc,nc
Randwick,Robbery with a weapon not a firearm,14,28,16,7,12,7.8,nc,nc
Randwick,Blackmail and extortion,4,3,0,5,4,2.6,nc,nc
Randwick,"Intimidation, stalking and harassment",320,329,344,442,460,298.2,Stable,Up 9.5%
Randwick,Other offences against the person,7,13,4,9,15,9.7,nc,nc
Randwick,Break and enter dwelling,459,388,372,345,342,221.7,Stable,Down 7.1%
Randwick,Break and enter non-dwelling,81,88,99,60,65,42.1,Stable,Down 5.4%
Randwick,Receiving or handling stolen goods,149,123,111,118,176,114.1,Up 49.2%,Stable
Randwick,Motor vehicle theft,215,213,175,184,136,88.2,Down 26.1%,Down 10.8%
Randwick,Steal from motor vehicle,645,576,458,548,509,330,Stable,Down 5.7%
Randwick,Steal from retail store,209,222,289,285,185,119.9,Stable,Stable
Randwick,Steal from dwelling,423,434,362,286,322,208.7,Stable,Down 6.6%
Randwick,Steal from person,111,86,97,85,91,59,Stable,Stable
Randwick,Stock theft,0,1,1,0,0,nc,nc,nc
Randwick,Fraud,1108,1007,996,995,919,595.7,Stable,Down 4.6%
Randwick,Other theft,558,577,481,431,418,271,Stable,Down 7.0%
Randwick,Arson,25,25,17,35,25,16.2,Down 28.6%,nc
Randwick,Malicious damage to property,810,730,719,787,724,469.3,Stable,Stable
Randwick,Possession and/or use of cocaine,78,61,134,115,216,140,Up 87.8%,Up 29.0%
Randwick,Possession and/or use of narcotics,10,7,12,23,27,17.5,Stable,nc
Randwick,Possession and/or use of cannabis,172,152,260,242,286,185.4,Stable,Up 13.6%
Randwick,Possession and/or use of amphetamines,70,61,80,85,91,59,Stable,Stable
Randwick,Possession and/or use of ecstasy,253,214,324,283,160,103.7,Stable,Stable
Randwick,Possession and/or use of other drugs,49,78,139,151,121,78.4,Stable,Up 25.4%
Randwick,"Dealing, trafficking in cocaine",19,20,21,21,23,14.9,Stable,nc
Randwick,"Dealing, trafficking in narcotics",8,8,2,6,2,1.3,nc,nc
Randwick,"Dealing, trafficking in cannabis",2,2,7,12,9,5.8,nc,nc
Randwick,"Dealing, trafficking in amphetamines",11,16,14,4,18,11.7,nc,nc
Randwick,"Dealing, trafficking in ecstasy",23,32,27,21,17,11,nc,nc
Randwick,"Dealing, trafficking in other drugs",2,5,2,5,13,8.4,nc,nc
Randwick,Cultivating cannabis,1,1,5,3,6,3.9,nc,nc
Randwick,Manufacture drug,1,0,0,1,0,nc,nc,nc
Randwick,Importing drugs,0,4,6,3,19,12.3,nc,nc
Randwick,Other drug offences,52,73,61,89,97,62.9,Stable,Up 16.9%
Randwick,Prohibited and regulated weapons offences,69,97,119,128,158,102.4,Stable,Up 23.0%
Randwick,Trespass,77,104,87,98,124,80.4,Up 26.5%,Up 12.7%
Randwick,Offensive conduct,72,92,81,75,95,61.6,Stable,Stable
Randwick,Offensive language,45,69,79,53,51,33.1,Stable,Stable
Randwick,Criminal intent,27,30,19,17,27,17.5,nc,nc
Randwick,Betting and gaming offences,0,0,0,0,1,0.6,nc,nc
Randwick,Liquor offences,165,283,265,277,343,222.3,Stable,Up 20.1%
Randwick,Pornography offences,9,7,9,8,13,8.4,nc,nc
Randwick,Prostitution offences,0,0,0,0,0,nc,nc,nc
Randwick,Escape custody,1,1,4,4,2,1.3,nc,nc
Randwick,Breach Apprehended Violence Order,180,180,209,232,289,187.3,Stable,Up 12.6%
Randwick,Breach bail conditions,583,708,870,739,1089,705.9,Up 47.4%,Up 16.9%
Randwick,Fail to appear,23,8,2,2,12,7.8,nc,nc
Randwick,Resist or hinder officer,76,125,147,89,119,77.1,Stable,Stable
Randwick,Other offences against justice procedures,6,25,24,13,67,43.4,nc,nc
Randwick,Transport regulatory offences,83,99,207,194,202,130.9,Stable,Up 24.9%
Randwick,Other offences,191,173,188,164,225,145.9,Stable,Stable
Richmond Valley,Murder *,0,0,0,0,0,nc,nc,nc
Richmond Valley,Attempted murder,0,0,0,1,0,nc,nc,nc
Richmond Valley,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Richmond Valley,Manslaughter *,0,0,0,0,0,nc,nc,nc
Richmond Valley,Domestic violence related assault,132,131,149,124,145,619.7,Stable,Stable
Richmond Valley,Non-domestic violence related assault,164,139,140,129,128,547,Stable,Stable
Richmond Valley,Assault Police,18,14,12,6,13,55.6,nc,nc
Richmond Valley,Sexual assault,39,32,32,39,35,149.6,Stable,Stable
Richmond Valley,"Indecent assault, act of indecency and other sexual offences",41,40,41,41,56,239.3,Stable,Stable
Richmond Valley,Abduction and kidnapping,3,2,2,0,3,12.8,nc,nc
Richmond Valley,Robbery without a weapon,7,2,2,0,0,nc,nc,nc
Richmond Valley,Robbery with a firearm,0,0,0,1,1,4.3,nc,nc
Richmond Valley,Robbery with a weapon not a firearm,3,4,2,2,5,21.4,nc,nc
Richmond Valley,Blackmail and extortion,0,1,0,0,0,nc,nc,nc
Richmond Valley,"Intimidation, stalking and harassment",112,157,154,153,124,529.9,Stable,Stable
Richmond Valley,Other offences against the person,8,5,0,4,3,12.8,nc,nc
Richmond Valley,Break and enter dwelling,142,150,115,123,105,448.7,Stable,Down 7.3%
Richmond Valley,Break and enter non-dwelling,106,61,50,67,47,200.9,Down 29.9%,Down 18.4%
Richmond Valley,Receiving or handling stolen goods,21,26,9,22,25,106.8,Stable,nc
Richmond Valley,Motor vehicle theft,52,54,47,53,46,196.6,Stable,Stable
Richmond Valley,Steal from motor vehicle,169,156,89,93,114,487.2,Stable,Down 9.4%
Richmond Valley,Steal from retail store,58,42,63,54,41,175.2,Stable,Stable
Richmond Valley,Steal from dwelling,78,85,67,76,63,269.2,Stable,Stable
Richmond Valley,Steal from person,5,4,6,8,4,17.1,nc,nc
Richmond Valley,Stock theft,6,14,2,3,4,17.1,nc,nc
Richmond Valley,Fraud,79,112,112,104,124,529.9,Stable,Stable
Richmond Valley,Other theft,108,106,93,68,69,294.9,Stable,Down 10.6%
Richmond Valley,Arson,35,27,32,36,28,119.7,Stable,Stable
Richmond Valley,Malicious damage to property,277,400,222,240,214,914.6,Stable,Down 6.2%
Richmond Valley,Possession and/or use of cocaine,0,0,5,2,2,8.5,nc,nc
Richmond Valley,Possession and/or use of narcotics,1,1,0,0,1,4.3,nc,nc
Richmond Valley,Possession and/or use of cannabis,122,118,154,136,117,500,Stable,Stable
Richmond Valley,Possession and/or use of amphetamines,15,10,12,27,28,119.7,Stable,nc
Richmond Valley,Possession and/or use of ecstasy,1,6,9,21,4,17.1,nc,nc
Richmond Valley,Possession and/or use of other drugs,10,9,7,32,9,38.5,nc,nc
Richmond Valley,"Dealing, trafficking in cocaine",0,1,0,1,4,17.1,nc,nc
Richmond Valley,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Richmond Valley,"Dealing, trafficking in cannabis",7,6,6,2,8,34.2,nc,nc
Richmond Valley,"Dealing, trafficking in amphetamines",3,3,2,6,16,68.4,nc,nc
Richmond Valley,"Dealing, trafficking in ecstasy",0,0,2,4,1,4.3,nc,nc
Richmond Valley,"Dealing, trafficking in other drugs",0,1,0,3,0,nc,nc,nc
Richmond Valley,Cultivating cannabis,23,18,15,19,15,64.1,nc,nc
Richmond Valley,Manufacture drug,2,0,0,2,0,nc,nc,nc
Richmond Valley,Importing drugs,0,0,0,0,0,nc,nc,nc
Richmond Valley,Other drug offences,23,35,19,33,28,119.7,Stable,nc
Richmond Valley,Prohibited and regulated weapons offences,68,75,48,82,91,388.9,Stable,Stable
Richmond Valley,Trespass,31,45,34,28,45,192.3,Stable,Stable
Richmond Valley,Offensive conduct,57,44,41,33,27,115.4,Stable,Down 17.0%
Richmond Valley,Offensive language,34,30,29,26,28,119.7,Stable,Stable
Richmond Valley,Criminal intent,12,15,22,24,16,68.4,nc,nc
Richmond Valley,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Richmond Valley,Liquor offences,48,25,62,49,69,294.9,Stable,Stable
Richmond Valley,Pornography offences,4,4,4,5,3,12.8,nc,nc
Richmond Valley,Prostitution offences,0,0,0,0,0,nc,nc,nc
Richmond Valley,Escape custody,0,0,1,1,0,nc,nc,nc
Richmond Valley,Breach Apprehended Violence Order,86,74,88,83,69,294.9,Stable,Stable
Richmond Valley,Breach bail conditions,144,155,183,166,206,880.4,Stable,Up 9.4%
Richmond Valley,Fail to appear,1,1,3,1,0,nc,nc,nc
Richmond Valley,Resist or hinder officer,40,37,48,35,39,166.7,Stable,Stable
Richmond Valley,Other offences against justice procedures,2,1,1,2,14,59.8,nc,nc
Richmond Valley,Transport regulatory offences,0,7,5,3,1,4.3,nc,nc
Richmond Valley,Other offences,63,54,48,36,52,222.2,Stable,Stable
Ryde,Murder *,0,1,0,1,0,nc,nc,nc
Ryde,Attempted murder,0,0,0,0,0,nc,nc,nc
Ryde,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Ryde,Manslaughter *,0,0,0,0,0,nc,nc,nc
Ryde,Domestic violence related assault,169,207,206,258,295,231.5,Stable,Up 14.9%
Ryde,Non-domestic violence related assault,223,262,240,237,259,203.2,Stable,Stable
Ryde,Assault Police,19,16,13,13,20,15.7,nc,nc
Ryde,Sexual assault,31,34,47,56,25,19.6,Down 55.4%,Stable
Ryde,"Indecent assault, act of indecency and other sexual offences",79,49,81,80,77,60.4,Stable,Stable
Ryde,Abduction and kidnapping,1,0,1,0,5,3.9,nc,nc
Ryde,Robbery without a weapon,10,5,8,12,16,12.6,nc,nc
Ryde,Robbery with a firearm,0,0,2,3,0,nc,nc,nc
Ryde,Robbery with a weapon not a firearm,6,2,6,4,11,8.6,nc,nc
Ryde,Blackmail and extortion,0,0,1,1,1,0.8,nc,nc
Ryde,"Intimidation, stalking and harassment",174,187,190,208,280,219.7,Up 34.6%,Up 12.6%
Ryde,Other offences against the person,11,9,3,6,7,5.5,nc,nc
Ryde,Break and enter dwelling,309,295,361,286,278,218.1,Stable,Stable
Ryde,Break and enter non-dwelling,112,50,98,79,85,66.7,Stable,Stable
Ryde,Receiving or handling stolen goods,62,29,36,43,49,38.4,Stable,Stable
Ryde,Motor vehicle theft,72,73,86,80,104,81.6,Up 30.0%,Up 9.6%
Ryde,Steal from motor vehicle,306,390,363,303,419,328.8,Up 38.3%,Stable
Ryde,Steal from retail store,367,317,542,369,398,312.3,Stable,Stable
Ryde,Steal from dwelling,222,197,195,178,140,109.9,Stable,Down 10.9%
Ryde,Steal from person,49,50,39,54,31,24.3,Stable,Stable
Ryde,Stock theft,1,0,0,0,0,nc,nc,nc
Ryde,Fraud,1206,792,860,814,797,625.4,Stable,Down 9.8%
